Duresky,Ninfa,Caryl,male,83,White American,1,AB-,Brown,Brown,4687 Mulberry Lane,Boulder,Colorado,81470,720-255-5751,531-39-4652
Sippial,Santa,Myrle,male,33,White American,0,A+,Brown,Brown,5443 Magnolia Drive,Beaumont,Texas,78569,361-843-9074,625-27-4356
Nilsby,Jule,Elias,female,9,Black American,0,O-,Brown,Brown,3049 Windsor Drive,Newark,Delaware,19888,302-287-5930,344-67-4650
Nimmo,Lamar,Carmine,male,25,Black American,0,O+,Black,Black,7881 Valley Drive,Ely,Nevada,89407,775-982-2601,831-77-1051
Junkersfeld,Jimmy,Angelyn,female,9,White American,0,O+,Brown,Blue,6978 2nd Street West,Lake Charles,Louisiana,71421,504-873-3079,774-55-9930
Knows,Alexandria,Johnna,female,30,White American,0,A+,Blond,Blue,3897 Ivy Court,Newton,Iowa,50516,712-181-5015,440-93-1813
Morger,Mitsuko,Jill,male,35,White American,0,O+,Black,Blue,9475 Park Drive,Ripon,Wisconsin,54981,534-440-1785,469-83-9938
Asbill,Mammie,Thomas,female,31,White American,0,A-,Light Brown,Brown,8238 Valley View Drive,Anchorage,Alaska,99854,907-662-3961,447-16-8900
Rybczyk,Nereida,Zita,female,65,White American,0,O+,Blond,Brown,7195 Meadow Lane,Demopolis,Alabama,36452,334-988-5849,258-25-4330
Sookram,Virgina,Mabel,male,18,White American,0,O+,Blond,Brown,6193 Valley Drive,Jamestown,North Dakota,58721,701-149-7773,401-18-9144
Poulos,Misti,Hollis,male,69,White American,0,B+,Blond,Brown,6581 Lincoln Avenue,Abington,Pennsylvania,18928,412-901-1297,596-15-3306
Derrer,Gemma,Isaias,female,24,White American,1,O+,Light Brown,Brown,5320 Grant Avenue,Muscatine,Iowa,50467,319-133-9980,885-73-9531
Kranzler,Roselia,Leslie,female,58,White American,0,A+,Brown,Green,2484 Magnolia Court,Saint Johnsbury,Vermont,5455,802-896-3476,369-80-1361
Bakes,Terry,Ola,female,39,American Indian or Alaskan Native,0,A-,Brown,Brown,1224 College Street,Newport,Rhode Island,2900,401-784-3193,525-53-7617
Manliguis,Alva,Zenaida,male,51,White American,0,O+,Black,Blue,5930 Brown Street,Tuscumbia,Alabama,36576,205-318-3186,789-47-3829
Tobin,Willie,Lazaro,female,14,White American,0,A+,Blond,Brown,4359 Jefferson Street,West Haven,Connecticut,6256,475-571-4126,768-81-7555
Greviston,Clemente,Vivian,female,38,White American,1,A+,Brown,Hazel,8727 Rosewood Drive,Bossier City,Louisiana,70278,225-939-9310,153-17-5044
Garigen,Exie,Norris,female,34,White American,0,O+,Black,Hazel,7587 College Street,Belfast,Maine,3998,207-175-6488,743-23-4491
Neuhauser,Sherwood,Bradly,female,57,White American,0,A+,Blond,Brown,7045 Crescent Street,Kapaa,Hawaii,96741,808-846-6286,389-73-9105
Henkensiefken,Fallon,Carita,female,29,White American,0,A+,Brown,Hazel,1967 Summit Avenue,Rancho Cucamonga,California,94068,714-947-8429,163-96-1927
Troesch,Jessie,Jeffrey,female,42,White American,1,O+,Black,Green,2920 Ridge Street,Chadron,Nebraska,68464,402-796-6766,776-79-1070
Dukhovny,Karon,Tyisha,female,34,White American,0,A+,Brown,Other,1913 Berkshire Drive,Brainerd,Minnesota,56180,952-408-3457,746-50-5709
Silevinac,Allyson,Carlos,male,24,White American,0,O+,Brown,Green,1839 Monroe Street,Annapolis,Maryland,21275,667-185-1255,135-46-6325
Haper,Jolyn,Odessa,female,79,White American,0,O+,Brown,Green,4439 8th Avenue,Athens,Ohio,44570,614-297-9016,895-35-2159
Dutchess,Skye,Ofelia,female,82,White American,0,A-,Red,Blue,9946 Sheffield Drive,Norwich,Connecticut,6628,203-184-4699,513-11-7892
Benavente,Rey,Joe,female,41,White American,0,A+,Red,Brown,4984 Route 20,Virginia City,Montana,59417,406-345-6828,307-70-8680
Cerrone,Nicki,Yadira,female,11,White American,0,A+,Light Brown,Hazel,1902 Elm Avenue,Columbus,Mississippi,38602,601-651-1441,490-13-3329
Courville,Lela,Roger,female,40,White American,0,A-,Brown,Blue,1419 5th Avenue,Paducah,Kentucky,41898,502-772-2269,490-99-4860
Reisner,Charita,Renda,male,40,White American,0,A+,Brown,Brown,8698 Ridge Street,Greenwood,South Carolina,29607,803-920-3193,951-98-3888
Doyne,Joseph,Kerry,female,65,White American,0,A+,Blond,Hazel,2987 Spruce Street,Binghamton,New York,12116,585-611-4939,378-19-4706
Dunson,Jess,Shenika,female,10,Black American,0,O+,Brown,Brown,3619 Park Avenue,Seaside,Oregon,97894,458-295-4512,686-89-9943
Zwagerman,Loan,Macy,female,48,White American,0,A+,Blond,Grey,1493 Fairview Road,Bethesda-Chevy Chase,Maryland,20988,301-288-7254,718-65-3121
Casson,Cory,Arron,female,19,Other Race,1,O-,Brown,Brown,5894 Willow Avenue,Washington,North Carolina,27624,984-610-1105,760-16-3302
Strausser,Lauralee,Lahoma,female,55,Other Race,1,A+,Black,Brown,4851 Euclid Avenue,Cuyahoga Falls,Ohio,44327,567-571-3722,845-98-8310
Dostie,Nelson,Fran,female,38,White American,0,A+,Blond,Brown,8794 Dogwood Drive,Idaho Falls,Idaho,83684,208-201-8023,287-50-2637
Eagleton,Kari,Suzi,female,45,White American,0,A+,Black,Blue,7261 Route 1,Saint Albans,Vermont,5682,802-780-5943,225-66-9638
Szot,Valorie,Lady,male,9,White American,0,O-,Light Brown,Green,1596 Elmwood Avenue,Lebanon,Tennessee,37038,731-527-8358,513-18-1585
Millen,Delana,Denny,female,81,White American,0,A+,Brown,Brown,5350 Penn Street,Elk City,Oklahoma,74770,580-425-6848,861-24-4883
Bongiardina,Josef,Leandro,female,30,White American,0,O+,Brown,Blue,9783 Forest Avenue,Central City,Colorado,80916,303-468-5689,252-13-5389
Zarella,Odilia,Leticia,male,12,Other Race,1,A+,Black,Brown,4211 York Street,Atlantic City,New Jersey,7848,551-181-5266,560-87-5629
Winebarger,Tesha,Cyrstal,female,48,White American,0,O+,Brown,Blue,2469 Church Road,Fargo,North Dakota,58591,701-270-6969,244-58-7923
Harwell,Susana,Camille,female,18,White American,0,O-,Brown,Other,3197 Adams Avenue,Elkton,Maryland,20905,667-212-1509,732-59-6380
Mcmina,Orville,Eleanor,male,21,White American,1,A+,Black,Hazel,8590 Main Street West,Williamsport,Pennsylvania,16115,272-512-8281,293-77-1800
Kasprowicz,Ferne,Margherita,male,22,White American,0,O-,Brown,Hazel,8393 Arch Street,Socorro,New Mexico,87807,505-960-1321,211-11-1291
Tricomi,Buddy,Larissa,male,19,White American,0,B+,Light Brown,Light Blue,7897 Aspen Drive,Georgetown,South Carolina,29124,843-629-1942,485-27-5723
Petropulos,Silvana,Cassidy,female,48,White American,1,A+,Blond,Hazel,4820 Oak Lane,Northfield,Minnesota,55604,952-555-6073,939-17-1896
Mieczkowski,Chloe,Brianne,female,17,Black American,0,A+,Black,Black,9729 Valley View Road,Hanover,Virginia,21354,571-786-2767,368-77-6304
Mintzer,Sharie,Lorena,female,73,White American,0,A+,Brown,Other,6130 Pine Street,Mobridge,South Dakota,57028,605-563-4746,397-33-1234
Blackler,Sueann,Delpha,female,49,White American,0,O+,Brown,Blue,6329 Old York Road,Farmington,Maine,4307,207-556-1193,970-54-5541
Brengettey,Anisha,Clementina,female,72,White American,0,B+,Light Brown,Blue,1381 York Street,New Castle,Delaware,19806,302-880-1029,955-43-6402
Schwanke,Janina,Noelle,male,5,White American,0,O-,Brown,Blue,3609 Charles Street,West Plains,Missouri,65384,573-254-2289,890-88-1836
Detter,Graciela,Marta,male,23,White American,0,B+,Brown,Blue,4521 Grove Street,Charleston,South Carolina,29014,843-866-4493,505-61-5253
Admas,Pearl,Shawnee,male,7,Black American,0,A+,Black,Black,8095 Highland Drive,Reno,Nevada,89730,775-747-3278,449-96-8269
Mosses,Ines,Maile,female,14,Black American,0,A+,Black,Black,9911 Fairview Road,Stillwater,Oklahoma,74409,918-760-4705,264-99-2631
Riesland,Christia,Sharonda,male,67,White American,0,A+,Red,Hazel,6566 Essex Court,Sparks,Nevada,89197,775-428-4256,196-82-1755
Mailloux,Melony,Camilla,male,16,Asian American,0,O+,Brown,Brown,5782 Canal Street,Garland,Texas,77728,512-546-9237,948-71-4915
Shearier,Milly,Nena,female,64,White American,0,O+,Blond,Blue,9027 Cleveland Street,Port Orford,Oregon,97568,503-727-3128,915-59-3330
Wah,Madge,Lilliana,male,56,Black American,0,O+,Black,Brown,1144 Aspen Court,Leavenworth,Kansas,66983,620-513-6986,454-31-6068
Sablock,Mitzie,Delores,male,45,White American,0,A+,Blond,Brown,4199 Warren Avenue,Palmer,Alaska,99890,907-196-6826,776-62-6621
Hugueley,Yolando,Viviana,male,79,Other Race,1,A+,Brown,Light Brown,1369 Highland Avenue,Springfield,Missouri,63844,660-890-4982,325-45-1824
Allston,Nenita,Manuela,male,72,White American,0,O+,Brown,Hazel,2284 Sunset Avenue,Silver City,New Mexico,88257,505-853-1746,474-93-6695
Rascon,Sabina,Abram,male,66,Asian American,0,O+,Black,Brown,9938 Franklin Street,Middlebury,Vermont,5230,802-387-2060,782-67-4721
Canty,Caprice,Emelda,male,35,White American,0,A+,Blond,Blue,5571 Aspen Court,Dillon,Montana,59760,406-193-7374,748-35-4084
Klavuhn,Louie,Fae,male,15,White American,1,O+,Brown,Blue,3870 Broad Street,Barre,Vermont,5388,802-750-5933,681-83-3861
Jimenez,Keenan,Bree,male,29,Black American,0,O+,Brown,Brown,2795 Front Street,Mentor,Ohio,43964,216-764-9079,805-85-4492
Tapley,Samuel,Jeannette,female,31,White American,0,A+,Brown,Hazel,7620 Holly Court,Cleveland Heights,Ohio,43217,216-655-1034,971-25-9765
Tebo,Fernanda,Chau,female,28,White American,0,A+,Brown,Blue,7707 Aspen Court,Georgetown,South Carolina,29085,803-313-7485,904-35-6377
Stello,Leon,Leoma,male,3,White American,1,O+,Blond,Green,8687 Hanover Court,Hillsborough,North Carolina,27576,919-625-5068,801-90-8416
Moffatt,Rosalia,Lavenia,male,42,Black American,0,O+,Black,Brown,7749 Edgewood Road,Twin Falls,Idaho,83543,208-307-9508,629-83-7372
Mittelman,Lillie,Jenni,male,24,Asian American,0,O+,Black,Brown,5744 Ashley Court,Bismarck,North Dakota,58570,701-650-8125,482-57-8000
Meteer,Ta,Ervin,female,66,White American,0,A+,Light Brown,Blue,1837 Grove Street,Springfield,Missouri,64081,816-196-8867,714-81-9671
Proo,Erika,Iris,female,43,White American,0,B+,Brown,Blue,9221 Jefferson Court,Durham,New Hampshire,3887,603-365-1266,930-68-1574
Tienda,Maureen,Julienne,female,28,White American,0,A+,Brown,Hazel,4745 4th Avenue,Bisbee,Arizona,86509,520-420-5105,413-33-6554
Vasher,Tyrone,Amiee,male,43,White American,0,AB+,Light Brown,Hazel,3506 Linden Street,Livonia,Michigan,48457,313-144-9199,479-23-6011
Wenck,Lin,Monique,male,42,Asian American,0,O+,Black,Brown,8167 Magnolia Court,Santa Monica,California,92669,619-697-7139,511-52-2379
Bertus,Shala,Humberto,male,6,White American,0,B+,Brown,Brown,2689 Homestead Drive,Bay Saint Louis,Mississippi,39630,228-671-8723,661-14-8888
Flesch,Edward,Marsha,female,16,Black American,0,B+,Brown,Brown,3994 York Street,Richmond,Virginia,22951,276-432-9502,594-75-5727
Werntz,Davida,Morgan,male,30,White American,0,O+,Black,Brown,1496 Colonial Avenue,Petersburg,Virginia,20748,540-156-7080,668-80-5767
Aughtman,Kim,Rozanne,male,50,White American,0,A+,Brown,Green,4555 College Avenue,Willmar,Minnesota,56258,218-999-3414,180-96-7786
Wunderlich,Brook,Wendell,male,68,Black American,0,A+,Brown,Brown,4801 Route 30,Grenada,Mississippi,39264,769-241-9647,584-31-6473
Allaway,Frances,Elva,female,17,Black American,0,A+,Black,Brown,2173 Ridge Avenue,Grants,New Mexico,88208,575-951-4808,816-28-2298
Brincat,Cecilia,Luke,male,59,White American,0,O+,Brown,Green,4489 Main Street South,Tooele,Utah,84411,801-786-5637,536-72-1288
Verley,Avery,Vonda,male,23,White American,0,A+,Blond,Blue,6905 Rose Street,Euclid,Ohio,45132,419-875-1413,866-98-3493
Toppins,Candy,Mitchell,female,59,White American,0,O+,Brown,Brown,2708 Willow Lane,Clifton,New Jersey,8397,908-570-6059,429-77-8752
Rosier,Demetrice,Carma,female,62,White American,0,B-,Black,Brown,9027 York Street,Redlands,California,93874,619-788-2124,122-15-1127
Sandidge,Julianna,Kerrie,female,36,Black American,0,B+,Black,Brown,4258 Oxford Court,Jacksonville,Arkansas,71829,479-627-7837,835-59-7528
Lupkes,Joanna,Juan,female,14,Black American,1,A+,Black,Brown,5297 Oak Street,Alexandria,Virginia,22450,276-544-1421,268-21-8186
Ringler,Billie,Ronny,male,13,White American,0,A+,Light Brown,Hazel,8663 King Street,Jamestown,North Dakota,58095,701-301-2310,795-38-3581
Vlloa,Elvia,Gussie,female,24,White American,0,A+,Brown,Blue,7834 Catherine Street,Colorado Springs,Colorado,80245,303-398-5340,514-86-3458
